"",gene_symbol,GSM1275862,GSM1275863,GSM1275864,GSM1275865,GSM1275866,GSM1275867,GSM1275868,GSM1275869,GSM1275870,GSM1275871,GSM1275872,GSM1275873,GSM1275874,GSM1275875,GSM1275876,GSM1275877
ENSG00000000003,TSPAN6,716.2285,480.4701,772.218,480.1553,895.6621,443.0157,1043.165,905.4095,1164.4783,1090.7799,1154.5151,1147.192,802.6228,599.092,1138.1592,898.6057
ENSG00000000005,TNMD,0,0,0,0,0,0,1.0067,0,0,0,0.9998,0,0,0,0,0
ENSG00000000419,DPM1,467.1657,519.8632,464.9854,529.0433,610.4268,369.6634,878.9734,451.0805,576.9496,778.005,737.9267,503.1515,415.7607,507.8483,550.7243,677.4747
ENSG00000000457,SCYL3,346.9808,258.66,290.4677,297.557,362.3017,235.4602,416.6984,292.8984,319.6585,447.0678,381.4091,284.9177,330.5482,327.2378,323.0858,405.2815
ENSG00000000460,C1orf112,94.1817,78.096,111.743,89.9106,62.3215,53.1242,146.375,67.8691,108.2289,74.4135,84.8734,80.1641,95.6871,71.9642,145.9502,107.6481
ENSG00000000938,FGR,0,0,0,0,1.6337,0,0,0.8299,2.9126,0,0.7012,0,0,0,0,1.6476
ENSG00000000971,CFH,3418.0585,3926.8963,4068.8029,4336.0942,6007.2933,4324.0317,12209.5611,6226.9626,6450.1607,10771.947,10926.9894,6629.633,5052.5022,7828.7932,8090.3417,10306.3293
ENSG00000001036,FUCA2,2318.3727,1712.849,2417.8482,1710.3083,2623.7301,1380.2135,3063.6088,2427.6391,2153.4505,2256.3398,1986.8009,1933.3748,2174.6629,1784.6827,2827.8071,2191.0295
ENSG00000001084,GCLC,649.8385,358.8863,544.3532,413.8824,668.1702,426.6892,1204.8691,601.8904,878.5198,790.7471,801.6772,814.5457,711.7149,658.213,860.0688,1015.1994
ENSG00000001167,NFYA,426.9574,295.5403,552.4096,268.8356,534.5415,178.4731,515.8846,413.9871,751.3731,654.7254,580.409,514.1443,416.2399,284.0034,423.5147,385.8346
ENSG00000001460,STPG1,175.8987,173.8945,163.3138,231.5212,263.3706,128.9958,267.8749,244.4509,238.6582,217.9037,207.5042,137.2251,161.7456,177.0985,225.4371,250.3793
ENSG00000001461,NIPAL3,2194.123,1934.0229,2051.4853,2084.3007,5188.6573,2652.4998,6983.2229,4242.4047,2683.2003,2908.182,2700.3691,2351.096,2458.9605,3188.8507,2962.7314,3938.9927
ENSG00000001497,LAS1L,554.0749,510.5918,552.6876,492.3145,616.6201,354.7595,840.3806,530.4206,665.1125,769.2641,672.1855,409.8572,516.8258,439.6946,615.5526,716.8972
ENSG00000001561,ENPP4,73.3051,52.5643,60.2363,43.4243,211.6766,159.6772,300.362,176.5131,22.4418,37.4476,26.9075,26.9319,133.9209,177.338,174.1156,188.2011
ENSG00000001617,SEMA3F,565.1256,373.2313,646.7261,361.5937,935.4756,434.6479,802.8132,598.8968,713.5447,729.2675,705.3092,601.6223,586.0585,642.1541,739.7441,684.5379
ENSG00000001626,CFTR,18.9794,11.4221,11.8619,3.5191,17.4127,8.0301,9.2275,9.9738,9.1157,7.9981,8.3771,5.3236,8.1753,13.5217,7.952,10.34
ENSG00000001629,ANKIB1,1516.1152,1231.3703,1567.7718,1340.9793,2516.9364,1071.1131,2775.3756,2298.6983,2936.0217,2755.2747,1869.6675,1718.2139,1827.7808,1769.3253,2479.2599,2334.3768
ENSG00000001630,CYP51A1,1025.7536,822.5347,1032.5177,760.7347,1142.2541,689.6025,1493.7922,1087.6426,1401.3776,1282.3822,1048.9171,1161.7463,957.2605,727.0983,1281.4177,956.4275
ENSG00000001631,KRIT1,710.7535,712.6815,908.3057,860.9329,1038.4978,460.4422,1446.528,1053.9922,1123.8246,1227.9329,1093.3079,746.7517,853.4446,849.169,1114.4199,1020.2842
ENSG00000002016,RAD52,227.4387,176.9578,250.2426,237.1774,228.584,95.5476,252.429,181.7761,268.2856,231.7079,178.6651,193.4919,155.5765,96.4165,238.2495,278.4854
ENSG00000002330,BAD,757.0706,650.0768,678.8682,652.6275,792.8349,429.587,918.8604,639.8097,766.7826,953.3213,996.3924,664.9481,612.6569,674.0728,960.6011,911.21
ENSG00000002549,LAP3,1448.5876,1254.2797,1178.847,1315.1211,1264.7093,959.8584,1703.5493,1058.4982,1417.7087,1757.7623,1474.5124,1153.5582,814.4759,980.1596,1099.1226,1323.6981
ENSG00000002586,CD99,7308.8151,7042.3027,7708.9054,7647.0246,9663.7154,6192.2876,12368.0816,8072.7016,11423.7765,13004.2886,12499.739,8564.1189,6872.0656,7568.6403,7966.1054,10051.6583
ENSG00000002587,HS3ST1,2.0295,3.0507,0.9896,2.0409,1.971,1.0253,3.0307,2.007,0.9779,3.9497,4.0209,1.0024,2.3577,3.0162,2.0146,1.0036
ENSG00000002726,AOC1,1.1326,0,0,1.13,4.934,2.2829,2.2431,0.5197,0,1.0991,0,1.1182,0,4.4979,2.6947,0
ENSG00000002745,WNT16,4.5825,4.976,1.6235,6.9377,27.0962,8.3944,48.5513,12.3366,1.602,2.2497,1.6345,2.2733,4.0973,2.4647,7.0745,13.614
ENSG00000002746,HECW1,182.5193,166.8507,183.3766,271.7396,126.3499,84.7895,168.2524,185.6285,140.2031,126.8284,69.2531,55.677,87.0441,154.7552,118.6354,205.1071
ENSG00000002822,MAD1L1,387.7613,303.0543,333.5793,286.1294,414.7711,183.7583,418.591,319.2417,421.3625,565.1008,460.7298,302.3685,310.2048,329.6499,406.009,457.9883
ENSG00000002834,LASP1,7579.7225,7640.8025,6836.8523,8305.5461,9121.708,7326.8445,14272.0874,7734.7068,7881.7414,14229.3644,12826.5397,6826.5108,7010.6828,9367.0147,9335.5086,11479.3272
ENSG00000002919,SNX11,239.1479,233.1468,224.7004,280.1633,262.4869,215.7943,449.9497,242.3532,248.9626,361.846,298.8858,239.8594,204.8536,301.1979,281.9262,319.0619
ENSG00000002933,TMEM176A,1324.2294,1579.245,1182.6249,1450.1901,601.3465,439.3289,1101.0032,619.3667,35.1903,27.8355,18.089,20.0174,70.2424,106.3792,81.3321,157.5044
ENSG00000003056,M6PR,1930.9161,1645.173,1706.8725,1912.7653,1956.9682,1319.2007,2895.6186,1723.6682,2041.9697,2299.0836,2241.962,1682.6409,1815.5826,1759.9784,2330.4454,2140.3819
ENSG00000003096,KLHL13,646.7099,330.2251,551.3492,456.8906,589.4733,177.7615,784.9103,608.7665,556.4565,308.9001,324.0684,766.2019,537.4526,257.8964,917.0933,442.4456
ENSG00000003137,CYP26B1,128.0584,50.2292,122.0138,61.0971,216.0024,69.746,150.9778,166.8214,28.5348,35.4512,37.8585,54.9775,175.2341,69.7562,205.1947,208.8808
ENSG00000003147,ICA1,6.9137,4.2726,11.4088,11.0925,9.0158,4.5164,13.6826,9.2075,8.3423,13.5951,12.7749,9.4785,8.7533,10.6841,13.9839,12.1919
ENSG00000003249,DBNDD1,85.3303,71.0693,97.2725,54.6788,223.0355,83.053,177.9273,156.0756,106.937,117.4671,117.1685,82.6371,175.0419,132.8312,197.6059,166.2818
ENSG00000003393,ALS2,875.4392,710.817,881.7953,930.8302,851.9883,494.4484,1262.2983,777.9864,957.596,1542.7491,1268.0762,951.443,816.2498,728.1145,968.7938,1110.1154
ENSG00000003400,CASP10,103.6322,70.3928,89.8712,61.6304,122.0829,105.6114,153.1227,83.9275,99.0024,57.7119,84.7122,25.9551,108.4418,75.5391,94.0948,115.666
ENSG00000003402,CFLAR,1919.7188,3440.2093,1737.3049,3156.4937,2169.8417,2828.3887,6612.1623,2577.1379,2659.5197,6535.8883,5139.898,2562.0888,1586.0562,4648.5429,2260.3275,5376.4198
ENSG00000003436,TFPI,4592.6181,4031.9756,5448.8892,4923.1635,6767.1494,3177.4632,11317.8413,7608.5405,8960.8537,6230.6585,5815.4694,6920.313,3852.1322,3717.5648,6076.4557,5359.1658
ENSG00000003509,NDUFAF7,301.2374,245.6174,252.599,271.6281,372.4046,199.3927,520.9656,299.6338,406.5007,404.7901,418.9432,318.6601,253.2807,282.0211,339.8566,479.9055
ENSG00000003756,RBM5,3032.6539,2376.1111,3235.5649,2466.6805,3903.2247,1743.3442,4399.7897,2845.6181,3570.676,3696.3253,3441.3884,2747.1067,2710.4311,2781.4925,3644.8155,3645.9367
ENSG00000003987,MTMR7,25.4306,28.0955,17.3665,31.1632,34.2805,34.9233,56.1163,46.135,23.3466,50.4728,49.7258,14.6259,15.0817,32.6662,22.6652,32.2889
ENSG00000003989,SLC7A2,61.8252,52.042,46.146,43.057,12.7814,2.8482,26.1036,11.1608,45.727,105.374,64.6958,54.9124,16.6884,51.9134,45.2449,40.6472
ENSG00000004059,ARF5,1583.1633,1882.5304,1524.4825,1838.0383,1515.8556,1126.5835,2286.3848,1124.0371,1730.4784,2523.8543,2318.5454,1357.5975,1381.8258,1875.2899,1772.7119,2562.6066
ENSG00000004139,SARM1,308.2437,347.5521,348.4341,467.8091,312.5945,165.8081,595.4563,333.5456,359.3455,337.842,427.6709,413.9735,342.3491,297.5889,524.5265,331.5613
ENSG00000004142,POLDIP2,1502.7404,1568.8126,1420.9422,1551.1398,1626.3655,982.0489,2119.6365,1213.0225,1757.2772,2320.5845,2169.724,1427.0961,1136.8143,1270.6524,1505.783,1647.9797
ENSG00000004399,PLXND1,4090.9534,4079.5269,4153.688,4287.65,3836.2725,2045.0949,4874.0426,3706.4304,5470.0089,5572.2152,5667.3386,4077.8607,2635.9416,2545.4414,4317.2601,4223.8045
ENSG00000004455,AK2,1336.968,1088.4233,1203.6594,1211.0969,1547.4014,721.4163,1817.3365,1188.5288,1582.0833,2105.8363,1869.5074,1348.7881,1035.9301,890.791,1541.2732,1262.6479
ENSG00000004468,CD38,9.3557,9.4748,9.6067,3.4446,1.6877,0.7633,4.5403,2.2369,9.2476,13.4322,2.9046,1.4861,2.9113,2.3042,0.7967,5.9923
ENSG00000004478,FKBP4,550.1681,640.1119,674.485,539.098,711.7885,395.6959,815.8588,523.9931,863.1559,895.4685,758.446,608.2477,496.0997,469.6297,715.3906,734.6324
ENSG00000004487,KDM1A,1342.0368,1010.0889,1392.306,954.7348,1702.3969,788.3996,1743.3788,1179.7562,1791.2945,1503.9974,1664.9022,1229.1147,1195.1447,1011.6162,1640.1324,1447.4763
ENSG00000004534,RBM6,1212.7723,992.9796,1259.6484,1125.6082,2024.7482,891.4265,2038.1245,1529.1572,1673.7809,1554.1478,1491.7081,1286.1697,1182.377,969.9009,1964.1291,1422.3729
ENSG00000004660,CAMKK1,96.9873,57.6555,122.424,49.5049,59.1423,37.5511,59.7364,104.6757,86.7888,81.0545,49.9293,76.2563,155.5309,66.5633,256.8118,93.048
ENSG00000004700,RECQL,1374.3665,1618.2817,1435.6389,1685.2057,1710.6912,1122.8301,3461.8909,1455.9687,1302.4799,2224.5947,1919.0493,1369.2338,1188.7083,1789.1058,1546.4193,2348.6004
ENSG00000004766,VPS50,570.0329,378.1958,487.3461,546.9602,523.8906,362.5605,786.311,485.4551,626.0454,653.6253,603.4601,499.5133,448.5079,427.2601,534.419,712.3326
ENSG00000004776,HSPB6,14115.1468,12784.3772,11605.7008,13959.4236,13706.7199,8063.0801,17574.541,10695.9035,11077.9171,10299.1769,9728.6494,6795.8121,15908.7102,12676.613,15433.6362,18658.352
ENSG00000004777,ARHGAP33,219.7003,106.0438,121.4532,92.2276,102.445,58.4072,112.4932,85.2936,73.2765,64.5946,53.3107,126.7609,117.6401,86.1231,182.5413,161.5756
ENSG00000004779,NDUFAB1,329.1532,338.7505,314.3166,340.5274,484.7137,264.4197,569.2971,338.8256,410.5468,564.4749,460.8715,357.5717,294.6033,325.2582,391.8592,436.7071
ENSG00000004799,PDK4,81.4898,834.7831,142.3391,1102.8433,126.3497,1131.6017,2451.5617,337.7839,226.5575,480.1363,394.7019,153.3214,649.1419,3281.2659,912.2783,4301.2887
ENSG00000004809,SLC22A16,2.0053,2.0212,4.9731,1.0105,2.9581,2.0436,5.8689,3.0027,0.9776,0.9843,4.973,3.981,0,0,2.9935,0.9934
ENSG00000004838,ZMYND10,17.803,7.5548,27.3146,17.1465,23.9439,7.2977,14.8538,9.2497,22.2472,13.9923,22.685,16.0034,15.4462,11.7366,32.14,16.0475
ENSG00000004846,ABCB5,33.3481,9.3088,39.7102,8.1568,76.6594,11.9989,26.6091,60.4199,9.1298,13.5609,3.051,5.4569,25.8989,6.8257,18.5852,12.3779
ENSG00000004848,ARX,0,1.0075,0.9867,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004864,SLC25A13,137.0483,133.6179,199.702,163.7699,99.6312,108.6955,284.9405,155.4742,220.2545,263.1733,172.4873,166.85,160.1957,111.5665,229.7689,192.5561
ENSG00000004866,ST7,517.4616,363.328,577.898,360.6195,1150.7541,289.323,709.4558,594.601,600.9021,600.0632,507.4758,477.137,520.7618,356.1671,694.6118,442.6105
ENSG00000004897,CDC27,1622.9737,1302.7407,1663.7131,1548.7678,2067.2899,1005.9472,3248.6691,2205.3891,1911.4265,2097.4595,2321.6565,1610.2088,1757.5279,1583.9936,1843.117,2289.0982
ENSG00000004939,SLC4A1,3.2498,4.1431,3.6013,2.3015,8.7775,0.9199,4.5301,3.3103,9.2679,8.2929,6.4206,3.6955,3.2986,1.2666,7.4988,5.8259
ENSG00000004948,CALCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004961,HCCS,443.0245,345.0451,371.0446,350.1029,539.9912,286.9272,635.011,377.5699,650.6955,570.7339,622.7914,517.5749,360.6123,401.9448,450.9107,442.7417
ENSG00000004975,DVL2,1349.1854,964.9712,1398.8269,941.2173,1172.3904,520.9194,1133.7889,897.1851,1340.9415,1043.2106,1087.5048,1035.356,1006.7496,925.3727,1546.1705,1226.5491
ENSG00000005001,PRSS22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005007,UPF1,2275.2133,2255.3343,2153.502,2517.0264,2485.3743,1527.9874,4086.1261,1884.6583,2205.5337,3287.9333,2932.4632,2154.0738,1972.9861,2471.5681,2530.7439,3287.0632
ENSG00000005020,SKAP2,847.5342,682.4957,871.8946,775.2078,751.278,478.3466,1300.4508,622.0343,720.6228,889.0962,932.3693,465.6133,674.2965,801.3622,1024.9341,1464.1975
ENSG00000005022,SLC25A5,1571.419,1245.1897,1472.1822,1144.2678,1548.3431,835.2694,1815.9874,1237.2111,1466.1369,1656.5225,1577.622,1277.667,1110.8328,1161.8994,1453.5363,1371.2432
ENSG00000005059,MCUB,197.4564,205.7814,162.988,157.0166,239.6516,205.3083,291.2912,204.6881,191.4637,191.3921,198.5401,122.3446,208.7525,244.6883,328.8703,377.1872
ENSG00000005073,HOXA11,1.0301,0,0,0,1.012,0,2.039,4.1138,1.0032,1.0111,3.0659,0,0,0,3.0158,4.728
ENSG00000005075,POLR2J,603.552,672.1577,637.8112,630.5097,703.0496,364.9052,837.5845,562.2456,690.8077,941.4108,855.9722,563.6166,462.0031,478.0651,577.1879,699.4538
ENSG00000005100,DHX33,437.2672,439.059,426.5285,481.4293,551.8134,356.0055,831.6263,424.0893,529.3608,763.1002,620.7114,405.3534,401.6549,629.4066,495.2946,859.8271
ENSG00000005102,MEOX1,0.7714,0,2.2891,1.5415,0,0,1.5472,0,2.9861,0,0,1.5145,0,0,2.2997,1.4342
ENSG00000005108,THSD7A,8.5281,6.007,13.3832,11.7197,5.7182,4.3467,16.2701,10.2652,6.683,17.1225,23.0698,8.4731,10.953,30.4028,39.7018,24.5459
ENSG00000005156,LIG3,386.3996,178.1628,317.4606,205.7999,392.2529,207.389,421.487,284.385,417.0443,463.0157,337.0237,331.9616,257.2506,208.9949,436.0619,339.7309
ENSG00000005175,RPAP3,324.8448,335.5591,377.3347,475.2083,310.103,116.0884,356.55,216.4289,567.5359,466.3148,466.1432,409.3906,341.6848,359.3433,624.3378,450.1429
ENSG00000005187,ACSM3,23.9227,23.9582,24.8767,13.1858,30.053,25.9864,58.3971,23.8329,32.9584,25.7284,28.1214,11.9573,26.8353,14.7369,23.7363,50.4096
ENSG00000005189,LOC81691,73.8117,57.106,97.2112,58.7643,85.0969,52.651,140.8103,75.9707,115.8495,59.4119,85.5088,66.0169,96.2024,65.2043,121.9372,163.8215
ENSG00000005194,CIAPIN1,445.2208,378.2256,370.8682,390.0243,625.1518,324.0049,765.5442,456.7106,528.3296,739.0784,597.6108,428.4077,319.8111,468.2888,497.2711,577.1649
ENSG00000005206,SPPL2B,726.7639,636.4965,718.3805,710.6374,732.9494,363.6551,935.1874,582.4785,723.3149,1058.5052,916.6559,656.8231,563.8627,710.4744,911.4285,889.8996
ENSG00000005238,FAM214B,796.9854,631.4097,876.7584,725.3432,843.8443,407.0359,983.1922,768.0825,986.7963,912.9545,833.2604,850.2,613.0899,620.1737,1118.3782,888.439
ENSG00000005243,COPZ2,1184.4202,965.6806,1044.5068,1006.2023,1246.5583,751.5572,1638.847,1059.1944,951.8559,1012.4713,995.4592,746.7876,1048.7654,908.137,1151.6357,1372.6332
ENSG00000005249,PRKAR2B,225.9054,246.6541,245.143,283.8113,277.7122,327.4853,602.5509,289.7814,284.0264,385.2745,373.6369,381.9411,211.8178,417.6972,388.1997,583.3724
ENSG00000005302,MSL3,432.3667,536.0986,475.7879,440.6077,481.9493,328.4786,691.2491,460.6466,564.2886,676.0166,612.7129,470.5531,378.6475,371.439,514.6369,631.0437
ENSG00000005339,CREBBP,2572.2942,1718.0356,3024.0396,2659.4988,3626.2939,1626.2922,4131.6157,2756.0489,3074.8804,4015.2108,2767.8247,2228.9919,2376.7129,2330.4633,3223.4781,3172.1774
ENSG00000005379,TSPOAP1,212.4211,130.7413,194.2162,175.0655,118.9199,136.1024,143.9249,163.8733,149.14,274.7295,246.1645,165.8434,156.2217,113.7368,179.1592,131.576
ENSG00000005381,MPO,2.9246,26.8346,2.1616,6.9765,6.4565,0.7452,7.9652,6.7685,0,2.1527,2.1766,20.152,6.7291,2.1881,6.9421,8.9204
ENSG00000005421,PON1,0,0,0.9893,0,0.9833,0,0,0.9999,0.975,0,0,0,0,0,0,0
ENSG00000005436,GCFC2,307.3273,296.4504,283.9412,299.3578,283.6704,209.0669,499.3791,342.7399,340.6308,415.5547,295.6928,220.3392,255.7989,285.6311,402.8286,382.5961
ENSG00000005448,WDR54,240.432,216.6492,239.0438,216.0457,271.2035,160.0022,346.6335,210.4824,240.5719,422.2392,381.5341,219.3098,176.019,244.1787,310.1204,326.7455
ENSG00000005469,CROT,501.1159,394.3064,457.1755,389.0466,343.6568,190.8002,427.1565,333.3782,627.764,478.6853,427.2147,471.5078,485.1116,436.2398,680.1742,654.0907
ENSG00000005471,ABCB4,68.2259,15.4143,75.0015,22.5995,60.7933,16.3259,29.5681,35.5476,18.3471,16.6748,12.8919,30.0914,47.61,25.8668,93.6274,38.3145
ENSG00000005483,KMT2E,1869.44,1574.4955,2133.4261,1720.3844,1921.569,1139.4419,3159.6184,1805.087,2423.7062,2837.2803,2150.3338,1885.7524,1744.282,2009.0732,2711.8877,2273.0708
ENSG00000005486,RHBDD2,722.6523,606.3694,727.8589,694.8222,1102.3567,554.8943,1005.7806,958.4773,1104.9236,1455.7408,1116.1967,851.4095,886.5863,610.3639,938.3976,875.3209
ENSG00000005513,SOX8,10.6545,2.3843,8.1699,3.5739,5.0424,0,1.7203,8.2754,4.6059,3.4857,1.701,4.7028,3.5337,8.2666,19.2099,4.6946
ENSG00000005700,IBTK,533.6593,425.7424,498.9968,512.6935,775.2804,388.2437,1124.342,701.6888,645.3167,823.3243,753.589,591.4568,571.1187,553.0214,750.4289,788.7968
ENSG00000005801,ZNF195,213.9771,202.6341,284.4451,143.9405,293.4365,159.4503,326.4336,286.12,318.9096,273.7081,242.6291,182.6958,198.7854,124.9852,238.4175,325.1852
ENSG00000005810,MYCBP2,3257.9322,2727.9696,3297.274,2444.808,3294.2829,2211.4952,5417.3481,3583.7112,3546.5302,4077.3263,3583.2729,2911.9794,2913.6322,2309.2892,3850.2807,3024.1614
ENSG00000005812,FBXL3,1439.6892,1433.6508,1285.7264,1629.673,1411.6512,1334.1519,3031.86,1466.5572,1098.1051,1865.6416,1654.2213,1132.1089,1275.7918,1706.6989,1669.4942,2078.9648
ENSG00000005844,ITGAL,5.089,0,3.5311,3.6272,1.0218,2.301,5.0773,3.5794,4.5805,1.6803,2.2372,6.8879,0.8029,1.9011,6.9602,6.6333
ENSG00000005882,PDK2,957.8401,880.9408,1004.2969,855.5726,1258.4133,681.5702,1230.8677,859.9782,1413.1086,1240.563,1189.9019,943.6413,1145.7239,1136.9623,1333.6347,1880.9456
ENSG00000005884,ITGA3,701.4214,795.7187,588.4691,727.4865,1590.5861,1100.85,1408.4108,812.4015,1379.2552,2540.319,2135.5291,1132.0436,1247.2791,1339.126,1444.0809,1770.8268
ENSG00000005889,ZFX,780.8997,571.4142,718.9165,593.5646,754.8738,394.4815,1603.0313,776.0765,831.7765,1261.461,759.2687,723.4675,940.5999,988.2179,1308.4361,1271.3695
ENSG00000005893,LAMP2,4978.1787,4422.7812,4899.8902,4815.2696,6285.4852,3811.0853,9084.3887,5914.119,5782.9358,6738.4878,6217.7302,5067.4394,4628.4807,5085.487,6366.5102,6688.3258
ENSG00000005961,ITGA2B,7.0173,11.6183,13.5977,1.7905,18.7501,3.0414,18.4763,13.1489,8.3182,2.9179,3.4306,16.7834,7.3892,5.6533,31.9938,9.6943
ENSG00000005981,ASB4,2.9536,2.969,4.8382,7.4447,4.9459,2.0835,7.9103,4.1606,6.84,5.0085,7.8165,6.1288,14.0719,4.1232,8.2981,5.1313
ENSG00000006007,GDE1,2246.0357,2176.1515,2082.4825,2191.0197,3000.3764,2138.1277,4358.2412,2436.3582,3334.0308,4130.9234,3698.9495,2693.2791,1974.6918,2352.5543,2619.4168,3211.9949
ENSG00000006015,C19orf60,534.9513,475.472,471.4628,455.1292,409.1945,189.018,540.2051,292.9565,257.1574,360.4052,371.4302,233.182,423.4129,409.1728,512.1006,583.107
ENSG00000006016,CRLF1,148.0432,107.624,152.2057,132.3916,89.447,78.8948,242.9232,181.1271,88.0847,160.985,231.5195,79.3681,257.2666,288.0705,486.369,354.8896
ENSG00000006025,OSBPL7,233.9925,185.0292,260.934,115.7067,237.866,98.5095,173.8849,219.576,209.4366,106.772,96.1599,134.4387,191.0363,88.0882,299.7484,125.5949
ENSG00000006042,TMEM98,3103.8707,2538.4568,3069.4266,2496.0025,3480.6565,2054.8224,4157.5525,2861.0064,3872.9205,4810.1882,4468.5493,3203.2265,2985.9108,3125.2265,4007.0258,4035.8936
ENSG00000006047,YBX2,0,1.8388,0,3.3833,1.8063,1.3128,2.9308,0,1.6662,0,0.7522,1.7981,1.8005,0,1.6607,1.1327
ENSG00000006059,KRT33A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006062,MAP3K14,322.3777,283.4821,370.1815,360.8734,320.1772,112.6247,293.8051,289.4733,402.1271,262.2024,247.366,216.2423,244.0014,123.1313,408.6696,344.2823
ENSG00000006071,ABCC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006116,CACNG3,0,0,0,1.0126,0.9849,0,1.0099,0,1.9572,0,0,0,0,1.0038,0,0
ENSG00000006118,TMEM132A,525.477,363.1631,688.717,424.0017,592.3957,279.2057,628.1956,607.1695,816.8435,553.6578,643.9396,757.3612,402.9045,235.1716,482.5749,309.7601
ENSG00000006125,AP2B1,6960.6456,5327.7741,6399.829,6001.2176,7654.3171,5155.8784,11096.8427,6411.9069,7692.7651,9256.1747,8257.2808,6238.0114,5567.7263,6872.4087,6679.4208,8822.4275
ENSG00000006128,TAC1,0,3.1787,0.8691,0.875,0.8549,0,1.5654,2.5908,0,0,0,0,0,0,1.587,0
ENSG00000006194,ZNF263,531.5571,515.9922,492.4696,543.077,616.9186,377.1789,982.5386,549.8408,674.8642,884.0689,768.9368,511.9501,492.2442,509.2145,600.6595,709.7201
ENSG00000006210,CX3CL1,10.6035,21.4845,5.5537,11.0469,10.5627,7.8084,10.1153,2.5557,10.4945,22.0736,15.1254,7.0086,21.0046,43.0236,34.8551,22.7227
ENSG00000006282,SPATA20,1799.1127,1372.5643,1780.7239,1402.7505,1332.2387,754.2669,1383.3529,1031.8593,1594.974,1763.9077,1650.0271,1258.1737,1411.4034,1383.8765,1728.3159,1732.2431
ENSG00000006283,CACNA1G,98.6902,46.1849,142.3016,57.5946,53.8436,4.7729,53.4413,86.459,123.4655,74.2385,61.8723,110.1907,85.6754,24.1746,89.892,46.1211
ENSG00000006327,TNFRSF12A,529.5224,348.7169,527.9147,259.0188,723.3798,255.865,458.7662,431.517,783.5711,1427.3189,1111.5307,573.7248,647.8092,439.7634,760.7683,349.5763
ENSG00000006377,DLX6,0,0,3.7858,3.7687,0,0.9017,0.8874,0,0,0,0,0,0.8802,0,0,0.8769
ENSG00000006432,MAP3K9,8.4594,5.8307,4.3803,2.9133,13.1807,8.852,13.3919,12.0587,12.3334,8.7656,4.779,9.7708,2.2416,2.8878,20.022,9.6093
ENSG00000006451,RALA,1829.64,949.7102,1775.9711,1163.3899,1094.2813,569.8588,1383.7421,1041.1721,1598.2431,1139.0082,1182.443,1080.5707,1088.1644,807.3922,1315.8847,1081.2355
ENSG00000006453,BAIAP2L1,207.2928,148.4873,223.5603,144.4692,254.0362,147.5538,330.2121,212.1353,267.8012,261.5051,224.614,171.1149,243.234,174.2809,264.5585,261.9063
ENSG00000006459,KDM7A,355.2733,275.7755,717.6723,449.7508,414.5747,247.1646,632.1497,475.979,424.1427,292.0869,400.6749,412.9523,413.3711,610.5935,685.9408,693.7094
ENSG00000006468,ETV1,184.0302,105.2655,223.9374,154.524,163.232,119.6847,371.3438,265.1188,128.6118,323.6061,276.0636,350.0427,334.9429,262.8071,349.1136,253.551
ENSG00000006530,AGK,239.9447,246.4838,301.8982,276.5694,282.2628,166.6029,439.0019,246.8251,430.5966,423.757,456.814,296.8059,199.2,255.6112,404.7203,349.7568
ENSG00000006534,ALDH3B1,888.3854,1137.7816,842.9461,1074.9418,1387.8446,846.6396,2057.2738,1037.3844,1450.4579,2563.7664,2350.9553,1338.4467,597.525,881.9323,680.166,1113.1796
ENSG00000006555,TTC22,6.7974,1.6927,1.7217,2.7043,4.6163,1.3684,6.689,2.1833,0,5.7967,3.8618,2.2664,4.7059,2.1794,5.164,2.2614
ENSG00000006576,PHTF2,919.6249,705.2368,949.0098,708.0307,1586.4516,700.5485,1786.011,1195.9059,1236.2261,1094.7265,927.3992,1315.887,1396.7398,947.8317,1762.5992,1359.3838
ENSG00000006606,CCL26,3.1336,2.8674,3.2355,1.0636,7.3025,1.0642,6.2504,8.3282,7.2566,8.2232,2.0697,5.1694,2.0699,2.078,1.0625,0
ENSG00000006607,FARP2,679.3774,874.1765,808.8249,1156.5665,932.1105,826.1985,2325.932,1058.74,777.315,1299.2323,1280.9617,864.7042,738.1739,1229.6622,996.8962,1331.464
ENSG00000006611,USH1C,0,0,0,1.0093,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006625,GGCT,206.4981,192.0103,205.7677,156.2912,210.777,94.4106,236.0102,165.433,272.5006,328.7371,248.7626,224.9532,161.9746,131.6267,257.9712,230.3903
ENSG00000006634,DBF4,126.3325,66.7296,81.4081,94.3338,96.1438,71.0603,161.6984,108.207,86.1882,78.7232,58.6806,72.8714,116.6955,60.538,130.6491,102.441
ENSG00000006638,TBXA2R,74.4734,52.5023,84.1926,59.3933,101.2046,43.3487,88.6946,108.5695,64.1215,47.942,65.0588,58.8727,70.3354,44.2171,99.5663,81.1145
ENSG00000006652,IFRD1,916.0754,782.9866,963.099,925.9654,1014.2677,598.2604,1444.8566,901.4599,1665.9754,1863.4554,1644.9701,1349.5601,1129.6156,1096.17,1439.8228,1269.7729
