"",gene_symbol,GSM1275862,GSM1275863,GSM1275864,GSM1275865,GSM1275866,GSM1275867,GSM1275868,GSM1275869,GSM1275870,GSM1275871,GSM1275872,GSM1275873,GSM1275874,GSM1275875,GSM1275876,GSM1275877
ENSG00000255307,OR52B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9932,0
ENSG00000255314,LOC101928894,0,0,0.9999,0,0,0,1.0031,0,0,0,0,0,0.9952,0,0,0.9917
ENSG00000255323,LINC01495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255330,SOGA3,61.9173,144.9595,77.3563,213.4002,42.0497,26.9718,154.5743,60.21,87.13,100.5319,153.2051,94.3304,26.9729,71.3915,43.2033,148.6192
ENSG00000255335,LOC102723330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255337,LOC101928424,3.9988,8.1113,6.1174,1.0139,7.9994,6.1106,5.9928,2.9903,2.9587,1.9668,6.9426,3.9619,2.9804,6.9837,14.1592,8.9119
ENSG00000255339,NDUFB8,37.0071,23.5186,53.1464,21.4844,70.793,19.1108,53.7958,24.143,13.4473,62.3884,39.2143,21.3003,40.8795,34.0709,68.8138,36.0562
ENSG00000255346,NOX5,27.8485,15.8408,18.6569,20.0538,83.5392,39.6532,113.5154,69.6591,109.2971,81.8567,61.8378,96.8118,46.1877,19.2113,52.6461,44.4397
ENSG00000255359,CCDC179,0,0,0,0,0,0,0,1.0023,0,0.9873,0,0,0,0,0,0
ENSG00000255364,SMILR,2.9974,2.0259,0,1.0165,6.9751,1.0179,0,2.9874,0.9899,0,0,1.9782,4.9505,3.9756,12.1723,14.8056
ENSG00000255367,LOC101927708,3.1801,3.2227,2.0979,7.1133,3.4331,1.6198,0.9517,0.7042,10.1301,2.9496,2.2751,2.9896,3.2328,2.7363,8.4961,0.6987
ENSG00000255374,TAS2R43,0,0,0.4984,0,0,0,0,0,0,0,0,0.4928,0,0,0,0
ENSG00000255378,PRR23D2,1.0023,1.3466,0.9968,0,0,0.3403,1.0061,0.3333,0,0,0,0,0,0,0.333,0
ENSG00000255394,C8orf49,2.8283,1.5703,2.1363,3.0539,1.1008,2.8367,6.5318,1.3146,3.1882,3.1073,3.2981,2.2838,3.0491,1.005,3.447,7.3278
ENSG00000255398,HCAR3,0,0,0,0,1.9671,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255399,TBX5-AS1,770.2259,475.7109,707.9744,612.4891,716.1301,336.4644,885.6716,613.5649,549.1102,496.1297,489.7924,470.8368,539.8484,551.9293,917.2706,713.0212
ENSG00000255408,PCDHA3,17.7292,23.2153,24.7914,15.133,6.2567,7.8491,9.6226,8.9251,15.7975,9.8948,7.0023,9.2086,7.3654,5.4734,19.1999,16.6366
ENSG00000255420,CASC23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255423,EBLN2,15.0449,15.1657,22.8943,9.0986,11.8384,6.133,20.1086,20.0248,16.6283,16.7386,23.8787,21.9023,8.9756,12.0005,16.9732,12.9188
ENSG00000255428,LOC100132078,0,0,0,1.0162,0.9857,0,1.0238,0,0,1.9958,1.0021,0,1.0105,1.0174,1.0172,0
ENSG00000255433,LOC101927120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255435,LOC101929089,3.3939,0.6591,0.9893,1.7249,14.0344,3.0422,12.2199,3.3431,5.3726,11.4806,8.7132,3.9354,4.7484,3.2563,5.7379,0
ENSG00000255441,LOC100129083,0,0,0,0,0,0,0,0,0,0,0,0.9984,0,0,0,0
ENSG00000255455,LOC103611081,308.2506,378.0647,301.3881,320.1574,315.1079,292.7067,549.2035,268.7426,385.4951,479.8856,397.5768,294.2077,203.8425,248.4336,272.6966,315.6049
ENSG00000255468,LOC102724064,9.3581,11.6453,10.9384,12.1652,21.5601,6.974,9.4122,12.8172,2.8351,24.6919,5.3933,4.6688,10.5792,10.6628,20.9143,12.9584
ENSG00000255474,LOC101929549,0,1.524,0,1.2781,0.9892,1.09,0,0,0,2.9546,1.5946,2.3621,0,0,0,0
ENSG00000255476,LOC101928008,1.9922,2.0187,1.0222,2.0251,0.992,0,0.9941,0.9929,0,0.9827,0.9869,0.9863,0,0,1.0092,0
ENSG00000255482,LOC102723838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255484,LOC387810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255494,LINC00681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255501,CARD18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255517,LOC101928069,37.6035,49.4783,62.2128,53.6637,49.621,29.292,48.3738,43.9899,44.5349,66.2027,63.1798,50.2224,39.4381,39.7977,42.7347,44.5791
ENSG00000255521,LOC100507144,6.6561,1.6794,4.1625,11.9736,7.0472,4.2388,5.8438,4.151,10.5822,5.719,10.3257,6.1955,10.4463,4.1453,16.2004,2.4712
ENSG00000255524,NPIPB8,0,3.9348,4.0514,1.9139,0,0,5.1589,2.0678,3.4371,2.2409,2.2561,0.5384,1.726,0,5.7373,2.5314
ENSG00000255526,NEDD8-MDP1,5.7777,6.642,16.9289,12.3647,22.4632,7.7176,17.5505,5.255,17.2814,11.9208,16.857,6.1517,13.208,9.1805,6.9423,28.9799
ENSG00000255529,POLR2M,1411.7531,1123.0356,1511.0156,1202.7885,2270.1393,1006.1567,2683.7573,1587.9049,1788.0574,2242.9876,1812.3049,1578.8017,1610.0451,1464.0227,2222.2512,1906.6311
ENSG00000255537,LOC403312,11.4975,16.2904,15.0613,8.1165,14.0975,8.2693,27.5503,18.3263,17.454,18.5698,20.5724,11.4424,8.4457,9.2639,18.8517,20.3999
ENSG00000255538,OR10V2P,0,1.0091,5.0544,1.011,0,0,0.9977,0,1.9626,0.9806,1.9783,2.9674,1.9808,0,2.0078,0
ENSG00000255553,LOC100507521,0,0,0,1.0151,2.9778,1.0212,2.0044,0.9997,1.9701,0.9848,0,0.9935,0,0,0,0.9914
ENSG00000255559,ZNF252P-AS1,17.9701,7.7712,10.8846,14.0046,11.9256,6.1395,18.381,15.3558,7.8205,8.927,13.9688,3.9895,12.986,7.0165,20.3954,26.8775
ENSG00000255561,FDXACB1,44.1241,31.6666,40.9572,35.3969,53.4588,26.5603,75.4012,36.5272,40.8336,47.4476,53.7315,40.1547,43.7799,27.7508,55.4016,44.0126
ENSG00000255568,BRWD1-IT2,3.0051,4.0451,7.0294,3.0364,7.9098,2.0413,1.0027,1.9989,10.7885,4.9185,2.9795,8.9414,2.985,2.994,5.0112,1.9831
ENSG00000255571,MIR9-3HG,0.9456,5.9181,1.8662,0,0.9282,0.9638,3.7945,0.9466,0,0.9281,0.9382,0.939,0,1.8912,0.9385,1.8747
ENSG00000255582,OR10G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255587,RAB44,1.0275,1.8751,2.0229,1.0336,4.0312,1.0474,0,2.0524,8.1459,2.0169,1.0197,2.0412,1.0226,0,4.6148,0
ENSG00000255595,LOC101927531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255622,PCDHB17P,1.1387,0,0.8654,0,1.7772,0,0,0.8822,0,1.1014,0,2.2373,0,1.1351,1.161,1.1421
ENSG00000255647,LOC731157,0,2.6243,0,0,0,0,0,0,0,1.2722,0.721,0,0,0,0,2.5534
ENSG00000255650,FAM222A-AS1,0,0,0,0,0.8193,0,0,0,0,0,0,1.6428,0,0,0,1.4843
ENSG00000255660,RERG-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255669,LOC283440,2.4424,0.6105,1.2549,0,4.8674,0,2.4372,4.1504,3.6261,3.6028,2.42,3.6277,3.631,3.6447,6.1916,2.413
ENSG00000255690,TRIL,38.16,4.444,41.4644,4.0393,6.8914,1.0236,5.04,13.0385,13.6592,21.6808,11.9595,3.9901,4.9974,2.0039,7.9587,2.9875
ENSG00000255693,LINC02389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255713,OR4D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255717,SNHG1,471.6179,397.0923,490.5235,438.8154,586.6582,221.0778,514.8523,501.4343,556.1251,652.7926,566.657,472.401,494.8772,414.6585,705.6201,598.4621
ENSG00000255727,LINC01489,2.9957,1.0115,6.1373,0,3.9747,0,2.9904,4.9769,8.3103,2.0823,5.2249,0.9889,2.9698,1.9871,3.032,3.1129
ENSG00000255733,IFNG-AS1,3.0826,1.038,4.1368,2.0785,3.5087,0,4.1121,0,3.0231,4.037,3.0559,2.0376,3.4408,0,4.0499,4.067
ENSG00000255737,AGAP2-AS1,335.7481,371.8586,365.6619,382.0447,308.7858,159.2259,393.6588,239.0173,292.4888,350.3811,320.1055,241.7034,232.1051,270.3282,335.5789,404.936
ENSG00000255746,LOC102723544,0,0,0,0,0,0,0,0,0,0,0,0.9984,0,0,0,0
ENSG00000255760,LINC02422,0,1.0112,0,0,0.9899,0,1.0009,0,0.9822,0,0,0.9921,0,0,0,0
ENSG00000255772,LINC01479,0,0,0,0,1.0817,0,1.7591,1.0736,0.8765,0,0,0,1.0668,1.0717,1.104,0.8713
ENSG00000255790,LOC440084,0,2.0674,0,2.0133,0,0,2.0342,0,0,0,0,0,0.9808,0.9845,1.0042,0
ENSG00000255794,RMST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255804,OR6J1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255814,LOC105370016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255819,KLRC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255823,MTRNR2L8,8.0404,5.0688,3.5252,3.0419,6.9212,5.1143,29.1736,8.0163,7.185,18.734,26.5847,8.4991,14.963,8.0061,12.0156,26.6984
ENSG00000255833,TIFAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255837,TAS2R20,0,1.6862,0.9987,0.6741,2.3032,2.0431,1.3859,6.0034,3.4259,1.9684,5.412,1.9895,2.3272,0.9714,1.6658,4.9646
ENSG00000255850,TMEM5-AS1,3.5189,10.0704,7.4246,9.062,10.9844,6.9051,6.9551,4.4667,3.7928,2.5708,4.4138,0,10.9359,3.4716,5.1865,8.8678
ENSG00000255857,PXN-AS1,28.7155,13.9447,28.0304,15.9575,21.1749,9.9351,31.8985,16.1517,24.6734,16.9492,16.2671,16.6681,19.4592,22.4498,22.473,33.5602
ENSG00000255867,DENND5B-AS1,0,3.1876,0,4.4995,4.0185,3.2448,6.4998,4.8837,7.5138,9.2327,0,3.0167,0,2.4201,8.4859,8.1727
ENSG00000255874,LINC00346,167.8744,85.6018,224.6242,98.0537,180.6428,49.8029,144.572,138.7643,104.5646,68.4958,92.6261,103.7835,119.9191,74.7113,155.9341,123.3601
ENSG00000255916,LOC101928416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255929,LOC105369438,12.3751,12.7924,0,10.8691,12.0437,0,0,2.4944,0,0,0.5454,8.7788,0,10.563,0,0.8964
ENSG00000255970,LINC02421,2.0334,1.0143,4.0041,4.0612,3.0312,2.053,5.0428,1.0139,7.8619,4.93,2.0079,2.0144,5.0273,8.0595,3.0307,1.01
ENSG00000255974,CYP2A6,10.7381,5.2336,13.5142,15.6888,10.3471,3.2739,8.6752,17.8647,30.5864,17.4234,9.0695,12.9865,11.2043,5.7218,20.138,8.5227
ENSG00000255980,LOC102724265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255986,MT1JP,0.9684,9.7314,1.9473,14.5165,2.84,5.7413,10.5599,0.9551,1.8834,2.8399,7.7003,1.8987,0.9507,10.5476,1.9206,13.2643
ENSG00000256022,LINC02411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256025,CACNA1C-AS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256040,PAPPA-AS1,0,175.6971,0.0029,59.2818,7.4042,144.1994,8.2883,76.3685,321.4628,0,201.7822,0.003,14.8772,7e-04,0,0
ENSG00000256043,CTSO,919.4978,944.1762,861.2623,1055.6621,1223.4332,902.4833,1820.2,971.7513,917.9421,1068.0646,881.6072,692.9101,1096.6861,1181.0359,1251.0855,1619.6652
ENSG00000256045,MTRNR2L10,0,1.0114,0,0,0,3.0668,0,0,0.9788,0,0,0,0,1.0001,0,0
ENSG00000256053,APOPT1,327.9152,347.9819,441.1438,380.6919,357.1742,201.9229,447.447,269.3206,371.6962,407.2433,381.9792,319.6358,315.2553,356.418,397.6825,428.3312
ENSG00000256060,TRAPPC2B,76.9558,88.2048,94.0381,71.572,96.4243,40.71,132.623,72.7925,99.6326,125.0163,133.8993,95.2627,69.4166,78.2185,99.1031,83.2094
ENSG00000256061,DNAAF4,48.697,24.7075,36.0071,29.6988,55.584,16.2488,43.8559,35.4663,56.0245,42.8634,41.0121,28.1605,50.215,22.7932,52.1145,37.6311
ENSG00000256069,A2MP1,0.5807,1.1424,2.6462,7.9949,2.073,0,0.5823,2.6307,1.0763,0,0,2.0865,4.3603,0,0,0
ENSG00000256073,URB1-AS1,29.0231,28.3195,35.3591,33.427,34.6598,19.3724,51.045,40.9253,26.5311,24.5777,28.7679,27.7782,27.8156,25.9115,40.1954,45.5419
ENSG00000256087,ZNF432,188.9301,197.7745,191.9198,215.6296,278.8749,111.7531,336.1907,205.0858,239.0124,355.9831,255.81,249.7012,190.1738,148.1251,391.6005,264.3996
ENSG00000256115,LOC101929584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256120,SOX5-AS1,0,0,0,1.0093,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256124,LINC01152,31.4592,13.8763,14.2856,13.1175,25.4341,6.915,14.5627,27.0592,37.5058,31.4344,49.6361,52.0965,13.4573,2.8931,11.2102,13.4115
ENSG00000256162,SMLR1,0,2.0217,0.991,1.0103,2.9561,1.0228,4.0268,2.0042,4.8838,2.955,3.983,2.9896,0.9984,1.001,3.9858,1.9896
ENSG00000256164,CCND2-AS1,19.5766,15.3409,17.7112,19.797,30.1384,23.0261,27.8902,21.8142,20.2495,12.9633,21.7769,9.3647,18.3188,20.8462,37.7741,28.2207
ENSG00000256188,TAS2R30,1.0028,0,0.4975,0.5054,0.9863,0.511,1.0053,1.5017,0.9779,2.9534,1.4927,0.4979,0.9972,0,0.9982,0.9936
ENSG00000256193,LINC00507,9.0468,6.2317,10.4287,9.839,6.1549,6.8984,13.7391,9.5198,12.4099,9.6175,10.8729,12.4994,5.6142,7.9806,9.7562,6.0168
ENSG00000256195,LOC101928940,1.0079,4.5997,4.8949,3.2295,10.5978,0,7.5783,4.0469,4.9611,15.0598,1.851,1.3092,3.3683,6.6369,7.7302,5.3935
ENSG00000256222,MTRNR2L3,0,0,0.9953,1.01,0.9857,0,0,0.9999,0.9773,0,0,0.9942,0.9959,0,0,1.9847
ENSG00000256223,ZNF10,273.1581,113.7349,219.4444,133.6603,243.2143,106.6971,280.5283,248.2492,276.047,186.7443,177.1358,210.0475,197.4202,123.7607,206.8642,147.8447
ENSG00000256229,ZNF486,134.4089,98.0567,118.3334,113.7841,184.5998,93.566,198.4593,164.6221,94.8793,152.96,129.4949,126.768,111.8078,102.8727,194.7995,188.1531
ENSG00000256235,SMIM3,685.4186,1425.4505,572.217,1513.6503,798.3441,932.8068,2481.2398,777.5667,771.844,2340.3914,1997.3744,891.8245,560.0307,1624.4739,915.0667,2016.2378
ENSG00000256257,CACNA1C-IT2,0,0,0,0,0,1.0229,0,0,0,0.9873,0,0,0,0,0,0
ENSG00000256259,LINC02425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256269,HMBS,83.916,79.5115,94.0778,84.9704,101.9849,51.9535,136.27,93.4912,104.7865,142.9242,131.4674,87.3921,69.9826,64.0238,108.8138,67.3347
ENSG00000256271,CACNA1C-AS2,0.9992,0,2.0463,0,2.0038,2.0357,3.9898,2.988,1.0037,0.9882,1.9799,0.9996,0.9905,0.9941,3.0547,0.9874
ENSG00000256287,LINC02398,0,0,0,0,0,0,0,0,0,0,0,0,0.9888,0.9935,2.0495,0.9868
ENSG00000256294,ZNF225,218.3217,130.7466,237.4539,193.3154,263.3099,125.2114,288.9009,188.9787,217.5723,245.0967,232.6065,184.5952,145.4528,169.8442,270.4994,266.7384
ENSG00000256315,LOC105369507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256321,LOC101928441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256340,ABCC6P1,43.0437,12.0047,19.5123,13.7029,31.1758,4.5596,25.4911,19.3817,24.7553,6.5348,10.4826,16.6008,15.1743,11.6226,37.7967,13.3654
ENSG00000256342,LINC02359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256349,BBS1,0,39.4198,0,72.5411,0,0,0,0,0,0,0,0,39.0786,0,0,1e-04
ENSG00000256362,LINC02375,0,0,0,0,0.9835,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256374,PPIAL4D,0.6383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256394,ASIC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256422,LOC102723895,0.9999,1.0109,1.0339,3.0436,9.9471,1.0211,4.9855,5.961,4.9415,5.9252,3.9502,2.9602,0,2.9748,1.0239,3.9389
ENSG00000256436,TAS2R31,0,0,0,0,1.4838,1.5329,0,2.9996,0,0,1.242,0,0,0.6662,3.0083,0
ENSG00000256453,DND1,0,1.705,0,0,2.1616,0,0,0,3.6646,0,0,1.7168,0,0,0,2.3359
ENSG00000256463,SALL3,0,0,0,0.5047,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256508,MRGPRF-AS1,32.4181,23.1249,37.9382,36.0208,31.3628,7.5696,51.2368,25.8822,43.149,57.8364,57.1053,32.0845,29.7015,19.3927,35.0324,33.3877
ENSG00000256525,POLG2,148.0498,132.7923,127.7248,137.217,119.2533,79.0583,181.3473,185.8611,126.0746,145.6123,109.4607,82.5303,103.7592,108.453,148.8709,178.3203
ENSG00000256537,SMIM10L1,190.8509,160.6156,177.1031,197.7583,436.9162,271.2339,597.4994,327.8669,255.7642,310.8477,317.4982,250.8124,351.2351,458.5131,472.5614,579.8218
ENSG00000256546,LOC100506691,0.8569,1.5714,2.0272,3.1511,3.0133,2.4589,8.1606,2.2004,3.4939,2.9476,2.4422,1.2745,1.3018,4.9657,2.8662,3.9462
ENSG00000256551,LINC02369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256560,LINC01486,0,0,1.0077,0,0,0,0,0,0,0,0,0.9915,0,0,0,0
ENSG00000256574,OR13A1,1.2336,0.3401,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0
ENSG00000256576,LINC02361,20.0552,5.0554,13.958,8.0893,13.8171,4.0875,13.0642,4.0037,24.4656,14.7668,12.9301,7.9615,3.9875,3.9987,8.9921,7.9468
ENSG00000256577,LOC101929384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256591,SDHAF2,210.3582,297.6372,246.9961,244.8123,284.6316,177.5512,384.4883,226.2124,320.5114,357.3093,377.041,202.5241,196.531,239.6971,290.802,275.4951
ENSG00000256594,LOC374443,114.6138,84.5593,108.3723,104.4653,130.3805,87.5709,214.2796,133.7747,81.2986,117.9927,105.5441,70.8242,77.6052,74.6934,75.4891,87.5773
ENSG00000256597,LINC02393,0,0,0,2.0237,0.9889,1.0271,0,1.0029,0,1.972,2.9896,0,3.0042,2.0034,0,0.997
ENSG00000256612,CYP2B7P,12.0287,10.7342,15.1601,8.383,26.517,9.0123,13.0216,15.8303,19.8815,14.8006,11.2061,9.9525,20.244,6.2931,11.3846,18.5093
ENSG00000256618,MTRNR2L1,16.0447,18.1989,16.9372,11.1213,0,0,1.0691,0,0.9783,0.9844,1.9894,0,3.9875,0.9998,0,0
ENSG00000256628,ZBTB11-AS1,43.2471,38.5848,58.5081,45.1134,55.8786,25.0585,67.1576,48.3209,63.3578,67.4855,63.6146,47.6113,37.9531,52.4845,54.633,61.2716
ENSG00000256642,LINC00273,3.0085,5.0561,2.9924,1.0113,0,1.0219,1.0049,1.001,0,1.9691,0,1.9904,0.9969,1.9994,0.9994,0
ENSG00000256643,CRAT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256646,PSMA2,490.2932,437.998,470.226,385.0559,486.2962,304.0648,656.5174,302.5209,549.4967,555.1656,466.2139,381.1,322.1568,386.2296,477.9898,444.2065
ENSG00000256659,LINC02368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256660,CLEC12B,0,0,0,0,0.7056,0,0,0,0,0,0,0,0.7153,0,0,2.0715
ENSG00000256671,LIMS1,7.748,23.0231,10.3468,10.6569,6.5279,8.3682,23.636,14.187,89.4275,147.5713,84.8652,54.8031,2.9059,7.3453,1.2131,7.6603
ENSG00000256683,ZNF350,198.4013,134.2394,175.5871,158.4794,239.7453,115.6853,275.2328,160.4592,195.1398,218.757,239.2061,131.3654,157.3601,159.407,217.4902,238.4986
ENSG00000256684,LOC105369443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256690,LOC105369332,1.6146,1.0363,5.5306,3.7113,4.1093,1.1843,2.0689,0,2.8284,3.3901,6.5709,2.0134,2.1233,1.1054,4.1515,7.0827
ENSG00000256699,TMEM132D-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256713,PGA5,11.664,4.9194,12.2693,3.4882,23.786,6.7934,14.0734,14.5697,14.7573,2.3835,8.0762,14.5537,6.4598,1.8736,11.6373,3.5724
ENSG00000256732,LOC100996671,0.9905,0,0,0,0,0,0,0,0.9886,0,0,0,0,0,0,0
ENSG00000256746,LOC101928943,0,0,0,0,0,0,1.046,0,0,0,0,1.0385,2.0797,0,1.0787,1.6507
ENSG00000256750,LINC02423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256751,PLBD1-AS1,1.907,1.1597,4.8407,0,1.9032,4.4227,1.9022,1.138,2.8365,3.752,0.9446,1.8877,1.1311,1.0855,1.938,2.2561
ENSG00000256762,STH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256771,ZNF253,63.2633,50.0011,88.8642,52.1868,129.6685,63.2408,98.8457,60.7743,121.1328,110.172,92.44,107.2148,74.3146,50.989,101.9086,114.7947
ENSG00000256797,KLRF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256802,LOC100130111,19.1237,10.7784,7.725,8.2191,16.2163,1.7719,14.824,9.5478,20.3045,27.0288,18.975,50.7658,7.7829,7.8033,16.3984,10.3399
ENSG00000256803,LOC102724020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256812,CAPNS2,0,0,1.003,3.0319,0.9873,0,1.0011,0.9978,2.9381,2.9465,0.9916,0.9919,0,0,3.0025,3.9599
ENSG00000256861,VPS33A,2.6201,58.2603,25.0193,36.5917,0.0135,46.0231,0.0377,55.3031,2.6453,133.7289,59.7936,4.0848,29.301,8.2396,41.8896,1.5097
ENSG00000256870,SLC5A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256884,LOC105370024,0,0,0,0,0,0,0,0,0.9861,0,0,0.9867,0,0,0,0
ENSG00000256888,LINC02366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256892,MTRNR2L7,0,0,0,0,0,0,1.0089,0,0,0,0,0,2.0015,0,0,0
ENSG00000256940,LOC105369340,22.0928,12.9191,24.3587,12.0195,12.4041,10.0011,17.0267,16.181,16.4217,19.0768,19.0571,13.7657,11.6683,12.6104,22.9893,20.6483
ENSG00000256966,FBXO10,15.1973,4.2955,6.869,0,8.2674,0.263,15.7948,0,11.6845,18.2011,9.6216,3.5658,9.174,3.1171,3.1131,9.1872
ENSG00000256977,LIMS1,19.4867,21.7757,44.552,25.9673,38.6645,3.1321,48.508,36.2205,99.6277,120.8775,108.1011,81.8387,5.8072,7.3167,11.2594,12.8383
ENSG00000256980,KHDC1L,4.0519,1.9414,0,1.135,0,2.274,2.8718,0,1.518,0,0.9499,2.0545,0,0,0.9688,1.8949
ENSG00000257008,GPR142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257017,HP,2.1239,3.9848,3.7577,0,3.6653,11.2833,7.3059,0.683,4.8498,3.2363,3.6592,0,3.0348,3.6076,4.4134,3.4235
ENSG00000257056,LINC02282,0,0,0,0,0,0,0,0,0.9745,0,0,0,0,0,0,0
ENSG00000257057,C11orf97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9932,0
ENSG00000257069,KCNK4-TEX40,2.2125,0,2.8122,0.9078,1.3743,0,2.2104,0,2.1776,1.3624,0,0,2.7515,2.7607,0,1.8378
ENSG00000257083,LOC102724421,0,0,1.0385,0,0.9983,1.011,0.9872,1.2021,0.9945,0,0,0.9802,1.9633,0,0,0
ENSG00000257084,MIR200CHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257093,KIAA1147,269.8999,170.1121,304.801,193.6448,268.9487,123.0704,339.1096,268.9425,262.0996,228.976,199.8599,281.2946,238.9227,246.9765,296.2449,246.6246
ENSG00000257103,LSM14A,137.5769,140.9558,400.7184,185.709,1.6504,8.0987,7.2469,33.5113,143.8581,182.4646,162.2156,100.3351,226.5458,64.6537,9.8008,25.1377
ENSG00000257108,NHLRC4,35.3575,28.2386,27.0193,24.3692,31.6978,18.2467,32.4173,40.2611,21.5123,32.4733,25.6569,17.0153,29.0784,29.1561,33.9623,40.8621
ENSG00000257114,LOC105369739,4.4832,0,1.0042,0,1.6598,0,1.0019,0,0,2.0972,0,0,0,1.0987,0,1.0617
ENSG00000257115,OR11H12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257127,CLLU1,0,2.0153,1.979,0,4.2761,1.0195,8.1999,6.1275,2.9352,1.0418,2.0268,0.9952,3.6981,2.0057,5.4308,1.9835
ENSG00000257138,TAS2R38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257150,PGAM1P5,1.3096,5.6035,5.1352,0.8067,3.9207,10.9471,35.1741,0.4531,0,11.8891,14.4466,2.5948,2.601,21.8962,6.3828,4.8254
ENSG00000257164,LOC105369738,0,2.1118,0,1.7171,0,1.181,2.0475,1.9887,0.9696,1.229,2.0098,0,1.0399,0,0.9933,1.0222
ENSG00000257167,TMPO-AS1,9.2554,2.0188,10.0458,7.8773,10.5984,6.9653,11.7343,11.8206,17.8753,11.9284,8.8643,5.0806,11.33,3.0575,8.9418,8.9236
ENSG00000257176,LOC100506606,9.9135,5.8388,13.3401,12.2132,21.5713,15.3412,33.8884,32.5522,12.8892,13.186,17.5967,5.0541,18.2904,11.129,11.5686,11.1369
ENSG00000257178,MIR10A,15.6127,14.2138,14.1281,22.6028,26.7823,20.0403,32.7555,11.3669,11.9515,16.0733,18.3967,7.0126,22.3865,29.9121,20.2461,41.9783
ENSG00000257185,LINC02293,0.7107,0,0,0,0,1.4711,0,0,0,0,0,0,0,0,0,0
ENSG00000257218,GATC,631.0065,604.1329,654.7541,620.5349,627.8544,423.3086,973.2557,565.5053,511.9322,745.8295,677.0324,422.1594,369.4963,491.6736,518.9038,638.4597
